epoch,accuracy,loss,val_accuracy,val_loss
0,0.4814132,1.4224592303915338,0.4914889633655548,1.3926147796268347
1,0.496877,1.379253063903391,0.4942576587200165,1.3863858441886387
2,0.50139856,1.3670761884202414,0.4966805577278137,1.3788154275637652
3,0.50384533,1.360075526381705,0.49761033058166504,1.3765584333730465
4,0.50623715,1.3553750817416452,0.4983614683151245,1.3753212079001373
